,Name,Rating,Genre,Release date,Runtime,Director,Url 
1214,Blood-C: The Last Dark,71.0,"Action,Horror,Science Fiction,Animation",06/02/2012,1h 46m,Naoyoshi Shiotani,https://www.themoviedb.org/movie/171823
1215,Fullmetal Alchemist the Movie: Conqueror of Shamballa,73.0,"Action,Adventure,Animation,Drama",07/21/2005,1h 45m,Hiromu Arakawa,https://www.themoviedb.org/movie/14003
1216,The Quake,68.0,"Action,Thriller",08/31/2018,1h 46m,John Andreas Andersen,https://www.themoviedb.org/movie/416194
1217,Cujo,61.0,"Horror,Thriller",08/12/1983,1h 33m,Lewis Teague,https://www.themoviedb.org/movie/10489
1218,Gattaca,76.0,"Thriller,Science Fiction,Mystery,Romance",10/24/1997,1h 46m,Andrew Niccol,https://www.themoviedb.org/movie/782
1219,Jackass Number Two,65.0,"Action,Comedy,Documentary",09/22/2006,1h 32m,Jeff Tremaine,https://www.themoviedb.org/movie/12094
1220,A Bronx Tale,78.0,"Drama,Crime",09/14/1993,2h 1m,Robert De Niro,https://www.themoviedb.org/movie/1607
1221,Can't Live Without You,0.0,Thriller,06/03/2022,1h 31m,Chus Gutiérrez,https://www.themoviedb.org/movie/921959
1222,No Tears for the Dead,71.0,"Action,Thriller",06/04/2014,1h 57m,Lee Jeong-beom,https://www.themoviedb.org/movie/265851
1223,Little Man Tom,20.0,Drama,05/11/2022,1h 38m,Fabienne Berthaud,https://www.themoviedb.org/movie/892511
1224,The Smurfs: The Legend of Smurfy Hollow,69.0,"Comedy,Animation,Family,Fantasy",09/12/2013,22m,Stephan Franck,https://www.themoviedb.org/movie/220845
1225,Violence Porno: Rope and Rape,30.0,,06/01/1982,1h 2m,Kazuo 'Gaira' Komizu,https://www.themoviedb.org/movie/911583
1226,Where the Heart Is,71.0,"Comedy,Drama,Romance",04/27/2000,2h,Matt Williams,https://www.themoviedb.org/movie/10564
1227,The Thing,62.0,"Horror,Science Fiction,Mystery,Thriller",10/14/2011,1h 43m,Matthijs van Heijningen Jr.,https://www.themoviedb.org/movie/60935
1228,A Cure for Wellness,63.0,"Horror,Mystery,Science Fiction,Thriller",02/17/2017,2h 26m,Gore Verbinski,https://www.themoviedb.org/movie/340837
1229,Memoirs of a Geisha,77.0,"Drama,Romance,History",12/06/2005,2h 26m,Rob Marshall,https://www.themoviedb.org/movie/1904
1230,Burn,61.0,Thriller,08/23/2019,1h 29m,Mike Gan,https://www.themoviedb.org/movie/508138
1231,School-Live!,73.0,"Horror,Action",01/25/2019,1h 41m,Issei Shibata,https://www.themoviedb.org/movie/572609
1232,Scooby-Doo! The Mystery Begins,65.0,"Mystery,Animation,Comedy,Fantasy",09/12/2009,1h 22m,Brian Levant,https://www.themoviedb.org/movie/22620
1233,Gurren Lagann the Movie: The Lights in the Sky Are Stars,80.0,"Action,Science Fiction,Animation,Adventure",04/25/2009,2h 6m,Hiroyuki Imaishi,https://www.themoviedb.org/movie/23452
1234,District B13,67.0,"Action,Thriller,Science Fiction",11/09/2004,1h 24m,Pierre Morel,https://www.themoviedb.org/movie/10045
1235,Batman Beyond: Return of the Joker,74.0,"Animation,Family,Action,Science Fiction",08/31/2021,1h 16m,Curt Geda,https://www.themoviedb.org/movie/16234
1236,A Movie of Eggs,77.0,"Animation,Comedy",04/21/2006,1h 30m,Francisco Arriagada,https://www.themoviedb.org/movie/16761
1237,True Lies,70.0,"Action,Thriller",07/15/1994,2h 21m,James Cameron,https://www.themoviedb.org/movie/36955
1238,The Miracle of Marcelino,70.0,"Drama,Comedy",02/24/1955,1h 31m,Ladislao Vajda,https://www.themoviedb.org/movie/62395
1239,Dead Space: Downfall,61.0,"Animation,Horror,Science Fiction,Thriller",10/28/2008,1h 14m,Chuck Patton,https://www.themoviedb.org/movie/13190
1240,Wind River,74.0,"Crime,Drama,Mystery,Thriller",08/04/2017,1h 46m,Taylor Sheridan,https://www.themoviedb.org/movie/395834
1241,Up to You,70.0,Romance,10/13/2018,1h 43m,Hideo Jōjō,https://www.themoviedb.org/movie/592741
1242,Magical Girl Lyrical Nanoha: Detonation,70.0,"Action,Animation,Science Fiction",10/19/2018,1h 51m,Takayuki Hamana,https://www.themoviedb.org/movie/547912
1243,Son of God,68.0,Drama,02/28/2014,2h 18m,Christopher Spencer,https://www.themoviedb.org/movie/235260
1244,Amityville II: The Possession,57.0,Horror,09/24/1982,1h 44m,Damiano Damiani,https://www.themoviedb.org/movie/16235
1245,Tokyo Ghoul 'S',69.0,"Action,Horror,Science Fiction,Fantasy",07/19/2019,1h 37m,Takuya Kawasaki,https://www.themoviedb.org/movie/549787
1246,Worth,68.0,"History,Drama",07/21/2021,1h 58m,Sara Colangelo,https://www.themoviedb.org/movie/649394
1247,Classic Again,68.0,"Drama,Romance",02/06/2020,2h 3m,Thatchaphong Suphasri,https://www.themoviedb.org/movie/664511
1248,The Women in Block J,0.0,Drama,05/11/2022,1h 35m,Mohamed Nadif,https://www.themoviedb.org/movie/653447
1249,The Walking Dead,68.0,"Drama,War",02/24/1995,1h 28m,Preston A. Whitmore II,https://www.themoviedb.org/movie/95963
1250,Bachelorette,55.0,"Comedy,Romance",09/06/2012,1h 27m,Leslye Headland,https://www.themoviedb.org/movie/84174
1251,Fear,63.0,Thriller,04/12/1996,1h 37m,James Foley,https://www.themoviedb.org/movie/10543
1252,Alanis,61.0,Drama,09/09/2017,1h 22m,Anahí Berneri,https://www.themoviedb.org/movie/472035
1253,Superman/Batman: Apocalypse,72.0,"Science Fiction,Action,Adventure,Animation,Family",09/28/2010,1h 18m,Lauren Montgomery,https://www.themoviedb.org/movie/45162
1254,Los viejos,40.0,Drama,10/08/2011,1h 20m,Martín Boulocq,https://www.themoviedb.org/movie/288905
1255,A Nightmare on Elm Street 4: The Dream Master,58.0,"Horror,Thriller",08/19/1988,1h 34m,Brian Helgeland,https://www.themoviedb.org/movie/10131
1256,The Swan Princess: A Royal Wedding,73.0,"Animation,Family,Fantasy",07/20/2020,1h 23m,Richard Rich,https://www.themoviedb.org/movie/718100
1257,Our Home,0.0,Drama,05/11/2022,1h 27m,Alejandro Loayza Grisi,https://www.themoviedb.org/movie/913820
1258,Aunt's Temptation 3,58.0,Romance,05/22/2020,1h 11m,Won Myeong-jun,https://www.themoviedb.org/movie/710692
1259,The 13th Warrior,67.0,"Adventure,History,Action",08/27/1999,1h 42m,John McTiernan,https://www.themoviedb.org/movie/1911
1260,Rumble in the Bronx,68.0,"Crime,Action,Comedy,Thriller",01/21/1995,1h 44m,Stanley Tong,https://www.themoviedb.org/movie/33542
1261,The Forbidden Legend: Sex & Chopsticks 2,53.0,"Comedy,Drama,Romance",03/04/2009,1h 33m,Chin Man-Kei,https://www.themoviedb.org/movie/32516
1262,The Legend of Drunken Master,74.0,"Action,Comedy",02/03/1994,1h 42m,Liu Chia-Liang,https://www.themoviedb.org/movie/12207
1263,Emma.,71.0,"Comedy,Romance",02/14/2020,2h 5m,Autumn de Wilde,https://www.themoviedb.org/movie/556678
1264,The K.E.O.P/S System,20.0,"Drama,Thriller",05/12/2022,1h 59m,Nicolás Goldbart,https://www.themoviedb.org/movie/944399
1265,Fist of Legend,75.0,Action,12/22/1994,1h 43m,Gordon Chan,https://www.themoviedb.org/movie/17809
1266,All Eyez on Me,67.0,"Music,Drama",06/16/2017,2h 19m,Benny Boom,https://www.themoviedb.org/movie/402529
1267,Arthur and the Invisibles,64.0,"Adventure,Fantasy,Animation,Family",01/12/2007,1h 34m,Luc Besson,https://www.themoviedb.org/movie/9992
1268,Ben 10: Race Against Time,58.0,"Action,Family,Science Fiction",02/11/2008,1h 7m,Alex Winter,https://www.themoviedb.org/movie/16000
1269,Trinity Seven: Eternity Library & Alchemic Girl,74.0,"Animation,Action,Comedy,Fantasy",02/01/2017,55m,Hiroshi Nishikiori,https://www.themoviedb.org/movie/428292
1270,Gothika,61.0,"Horror,Thriller",11/21/2003,1h 38m,Mathieu Kassovitz,https://www.themoviedb.org/movie/4970
1271,Momentum,57.0,"Action,Crime,Thriller",10/16/2015,1h 36m,Stephen S. Campanelli,https://www.themoviedb.org/movie/346808
1272,Say Cheese,50.0,Comedy,05/11/2022,1h 35m,François Uzan,https://www.themoviedb.org/movie/893730
1273,After We Leave,55.0,"Science Fiction,Drama",02/25/2020,1h 22m,Aleem Hossain,https://www.themoviedb.org/movie/599399
1274,The Craft,67.0,"Horror,Drama,Fantasy",05/03/1996,1h 41m,Andrew Fleming,https://www.themoviedb.org/movie/9100
1275,Resident Evil: Keeper's Diary,87.0,Horror,01/06/2014,6m,David Rodriguez,https://www.themoviedb.org/movie/471666
1276,Pitch Perfect 3,66.0,"Comedy,Music",12/22/2017,1h 33m,Trish Sie,https://www.themoviedb.org/movie/353616
1277,Species III,53.0,"Science Fiction,Action,Horror",11/26/2004,1h 51m,Ben Ripley,https://www.themoviedb.org/movie/9711
1278,The Time Machine,62.0,"Science Fiction,Adventure,Action",03/04/2002,1h 36m,Simon Wells,https://www.themoviedb.org/movie/2135
1279,Clean,62.0,"Crime,Drama,Thriller",01/28/2022,1h 33m,Paul Solet,https://www.themoviedb.org/movie/689700
1280,Stranded,48.0,Drama,01/02/2021,1h 23m,Victor Soares,https://www.themoviedb.org/movie/841793
1281,Nico,0.0,Drama,05/12/2022,1h 15m,Eline Gehring,https://www.themoviedb.org/movie/777947
1282,The Last Princess,67.0,"Drama,History",08/03/2016,2h 7m,Hur Jin-ho,https://www.themoviedb.org/movie/408360
1283,Three Steps Over Heaven,57.0,"Drama,Romance",03/12/2004,1h 41m,Federico Moccia,https://www.themoviedb.org/movie/56903
1284,"I, Tonya",75.0,Drama,01/19/2018,2h,Craig Gillespie,https://www.themoviedb.org/movie/389015
1285,Sadako,60.0,Horror,05/24/2019,1h 39m,Hideo Nakata,https://www.themoviedb.org/movie/583132
1286,Pokémon: Arceus and the Jewel of Life,72.0,"Family,Animation,Adventure,Fantasy",07/18/2009,1h 34m,Kunihiko Yuyama,https://www.themoviedb.org/movie/39057
1287,Macross Delta the Movie: Passionate Walküre,50.0,Animation,02/09/2018,2h,Shoji Kawamori,https://www.themoviedb.org/movie/496349
1288,The Wishmas Tree,67.0,"Animation,Family,Adventure,Action",02/27/2020,1h 30m,Ricard Cussó,https://www.themoviedb.org/movie/657561
1289,Doraemon: Nobita's New Great Adventure Into the Underworld - The Seven Magic Users,70.0,"Family,Adventure,Animation",03/10/2007,1h 52m,Yukiyo Teramoto,https://www.themoviedb.org/movie/52795
1290,Rendel,54.0,"Fantasy,Action,Crime",11/23/2017,1h 45m,Jesse Haaja,https://www.themoviedb.org/movie/397852
1291,The Woman in Black,61.0,"Drama,Horror,Thriller",02/17/2012,1h 35m,James Watkins,https://www.themoviedb.org/movie/65086
1292,Immortals,59.0,"Fantasy,Action,Drama",11/11/2011,1h 50m,Tarsem Singh,https://www.themoviedb.org/movie/37958
1293,One Piece: Giant Mecha Soldier of Karakuri Castle,70.0,"Action,Animation,Comedy",03/04/2006,1h 34m,Konosuke Uda,https://www.themoviedb.org/movie/44730
1294,Beverly Hills Chihuahua 2,58.0,"Comedy,Family",02/01/2011,1h 24m,Alex Zamm,https://www.themoviedb.org/movie/54540
1295,Alien Outpost,53.0,"Thriller,Action,Science Fiction",01/30/2015,1h 33m,Jabbar Raisani,https://www.themoviedb.org/movie/312526
1296,Memento,82.0,"Mystery,Thriller",03/16/2001,1h 53m,Christopher Nolan,https://www.themoviedb.org/movie/77
1297,The World's End,68.0,"Comedy,Action,Science Fiction",07/19/2013,1h 49m,Edgar Wright,https://www.themoviedb.org/movie/107985
1298,Amélie,79.0,"Comedy,Romance",04/25/2001,2h 2m,Jean-Pierre Jeunet,https://www.themoviedb.org/movie/194
1299,Heinrich Vogeler - Aus dem Leben eines Träumers,0.0,Documentary,05/12/2022,1h 34m,Marie Noëlle,https://www.themoviedb.org/movie/965160
1300,1408,67.0,Horror,06/22/2007,1h 44m,Mikael Håfström,https://www.themoviedb.org/movie/3021
1301,Once Upon a Time,73.0,"Drama,Fantasy,Romance",08/03/2017,1h 48m,Zhao Xiaoding,https://www.themoviedb.org/movie/463197
1302,The Bone Collector,68.0,"Drama,Mystery,Thriller,Crime",11/05/1999,1h 58m,Phillip Noyce,https://www.themoviedb.org/movie/9481
1303,The Cokeville Miracle,69.0,"Mystery,Drama,History,Family,Thriller",06/05/2015,1h 34m,T.C. Christensen,https://www.themoviedb.org/movie/339060
1304,Happily,56.0,"Comedy,Romance,Thriller",03/19/2021,1h 36m,BenDavid Grabinski,https://www.themoviedb.org/movie/673319
1305,Buddha 2: The Endless Journey,72.0,"Animation,Drama,History",02/08/2014,2h,Toshiaki Komura,https://www.themoviedb.org/movie/239526
1306,My Name Is Khan,81.0,"Drama,Romance",02/12/2010,2h 45m,Karan Johar,https://www.themoviedb.org/movie/26022
1307,Problem Child,60.0,Comedy,07/27/1990,1h 21m,Dennis Dugan,https://www.themoviedb.org/movie/11077
1308,Steins;Gate: The Movie - Load Region of Déjà Vu,76.0,"Science Fiction,Animation,Drama",04/20/2013,1h 30m,Kanji Wakabayashi,https://www.themoviedb.org/movie/225745
1309,Life After Beth,55.0,"Romance,Comedy,Horror",09/05/2014,1h 30m,Jeff Baena,https://www.themoviedb.org/movie/244566
1310,American Pie: Revealed,59.0,"Documentary,Comedy",01/02/2004,3h 33m,Scott McVeigh,https://www.themoviedb.org/movie/63404
1311,So Young 2: Never Gone,67.0,"Comedy,Drama,Romance",07/08/2016,1h 39m,Zhou Tuo Ru,https://www.themoviedb.org/movie/405755
1312,Vico C: The Life Of A Philosopher,76.0,Drama,08/17/2017,1h 31m,Eduardo Ortiz,https://www.themoviedb.org/movie/407650
1313,Shoot to Live,0.0,Documentary,05/11/2022,1h 49m,Philippe Azoulay,https://www.themoviedb.org/movie/594158
1314,RoboCop,58.0,"Science Fiction,Action",02/12/2014,1h 58m,Michael Miner,https://www.themoviedb.org/movie/97020
1315,College,46.0,Comedy,08/29/2008,1h 34m,Deb Hagan,https://www.themoviedb.org/movie/13991
1316,Big Stan,64.0,Comedy,06/06/2007,1h 45m,Rob Schneider,https://www.themoviedb.org/movie/13161
1317,Atonement,77.0,"Drama,Romance",09/07/2007,2h 3m,Joe Wright,https://www.themoviedb.org/movie/4347
1318,The Book of Esther,60.0,Drama,05/31/2013,1h 30m,David A.R. White,https://www.themoviedb.org/movie/199153
1319,Slumdog Millionaire,77.0,"Drama,Romance",01/23/2009,2h,Danny Boyle,https://www.themoviedb.org/movie/12405
1320,Teen Titans: Trouble in Tokyo,78.0,"Action,Animation,Family,Science Fiction,TV Movie",09/15/2006,1h 15m,Michael Chang,https://www.themoviedb.org/movie/16237
1321,The Machinist,75.0,"Thriller,Drama",10/22/2004,1h 41m,Brad Anderson,https://www.themoviedb.org/movie/4553
1322,Hot Bot,43.0,"Comedy,Science Fiction",03/01/2016,1h 26m,Michael Polish,https://www.themoviedb.org/movie/385317
1323,The Lord of the Rings,66.0,"Adventure,Animation,Fantasy",10/13/1980,2h 12m,Ralph Bakshi,https://www.themoviedb.org/movie/123
1324,Monster-in-Law,62.0,"Romance,Comedy",05/13/2005,1h 41m,Robert Luketic,https://www.themoviedb.org/movie/4379
1325,Trade,69.0,Thriller,01/23/2007,2h,Marco Kreuzpaintner,https://www.themoviedb.org/movie/4170
1326,Dawn of the Dead,75.0,Horror,04/20/1979,2h 7m,George A. Romero,https://www.themoviedb.org/movie/923
1327,Monster High: Scaris City of Frights,76.0,"Animation,Fantasy",03/03/2013,1h 1m,Andrew Duncan,https://www.themoviedb.org/movie/192911
1328,Seduction,59.0,"Drama,Romance",10/30/1973,1h 39m,Fernando Di Leo,https://www.themoviedb.org/movie/80601
1329,Lemony Snicket's A Series of Unfortunate Events,68.0,"Adventure,Comedy,Family",12/17/2004,1h 48m,Brad Silberling,https://www.themoviedb.org/movie/11774
1330,Ultimate Avengers: The Movie,68.0,"Action,Animation,Family,Adventure,Science Fiction",02/21/2006,1h 12m,Mark Millar,https://www.themoviedb.org/movie/14609
1331,The Girl Who Leapt Through Time,78.0,"Fantasy,Animation,Drama,Science Fiction",07/15/2006,1h 38m,Mamoru Hosoda,https://www.themoviedb.org/movie/14069
1332,Witching & Bitching,63.0,"Comedy,Horror",09/27/2013,1h 50m,Álex de la Iglesia,https://www.themoviedb.org/movie/179538
1333,Mr. Deeds,58.0,"Comedy,Romance",06/28/2002,1h 36m,Steven Brill,https://www.themoviedb.org/movie/2022
1334,Halloween II,54.0,Horror,08/28/2009,1h 45m,Rob Zombie,https://www.themoviedb.org/movie/24150
1335,Mower Minions,66.0,"Comedy,Animation",07/08/2016,4m,Glenn McCoy,https://www.themoviedb.org/movie/403052
1336,Click,62.0,"Comedy,Drama,Fantasy",06/23/2006,1h 47m,Frank Coraci,https://www.themoviedb.org/movie/9339
1337,Kimetsu no Yaiba Orchestra Concert,20.0,Music,08/25/2021,1h 54m,Hirofumi Kurita,https://www.themoviedb.org/movie/874960
1338,Project Gemini,53.0,Science Fiction,01/06/2022,1h 38m,Serik Beyseu,https://www.themoviedb.org/movie/575322
1339,Return of the Living Dead III,67.0,"Science Fiction,Horror",10/01/1993,1h 37m,Brian Yuzna,https://www.themoviedb.org/movie/28260
1340,From Dusk Till Dawn,70.0,"Horror,Action,Thriller,Crime",01/19/1996,1h 48m,Robert Rodriguez,https://www.themoviedb.org/movie/755
1341,Fist & Furious,74.0,"Action,Crime",07/11/2019,1h 30m,Ha Won-jun,https://www.themoviedb.org/movie/607836
1342,Twitches,68.0,"Comedy,Drama,Family,Fantasy,TV Movie",03/24/2020,1h 26m,Stuart Gillard,https://www.themoviedb.org/movie/21481
1343,MouseHunt,65.0,"Comedy,Family",12/19/1997,1h 38m,Gore Verbinski,https://www.themoviedb.org/movie/6283
1344,Doraemon: Nobita's Dorabian Nights,71.0,"Animation,Adventure,Fantasy",03/09/1991,1h 39m,Tsutomu Shibayama,https://www.themoviedb.org/movie/188403
1345,Private Lessons,57.0,"Comedy,Romance",08/26/1981,1h 27m,Dan Greenburg,https://www.themoviedb.org/movie/41280
1346,Row 19,58.0,Horror,11/11/2021,1h 17m,Alexandr Babaev,https://www.themoviedb.org/movie/659384
1347,The Wild Thornberrys Movie,65.0,"Animation,Adventure,Family",12/20/2002,1h 25m,Kate Boutilier,https://www.themoviedb.org/movie/14317
1348,Bad Genius,80.0,"Comedy,Drama,Crime,Thriller",05/03/2017,2h 10m,Nattawut Poonpiriya,https://www.themoviedb.org/movie/455714
1349,Lord of War,73.0,"Crime,Drama,Thriller",01/04/2006,2h 2m,Andrew Niccol,https://www.themoviedb.org/movie/1830
1350,Don,0.0,"Comedy,Romance",05/12/2022,2h 43m,Cibi Chakaravarthi,https://www.themoviedb.org/movie/895033
1351,Open Season,61.0,"Animation,Family,Adventure,Comedy",09/29/2006,1h 26m,Steve Bencich,https://www.themoviedb.org/movie/7484
1352,One Piece: Strong World Episode 0,73.0,"Action,Animation,Comedy",04/24/2010,18m,Takashi Hashimoto,https://www.themoviedb.org/movie/270413
1353,Marusya Foreva!,0.0,"Comedy,Family",05/12/2022,1h 20m,Aleksandr Galibin,https://www.themoviedb.org/movie/820007
1354,Monster High: Why Do Ghouls Fall in Love?,79.0,"Fantasy,Animation",02/12/2012,45m,Steve Sacks,https://www.themoviedb.org/movie/167313
1355,The Card Counter,63.0,"Drama,Crime,Thriller",09/10/2021,1h 51m,Paul Schrader,https://www.themoviedb.org/movie/643532
1356,Doctor Strange Love,0.0,Documentary,01/01/2005,1h 24m,Leonor Areal,https://www.themoviedb.org/movie/809046
1357,The Ash Lad: In the Hall of the Mountain King,67.0,"Adventure,Fantasy",09/29/2017,1h 40m,Mikkel Brænne Sandemose,https://www.themoviedb.org/movie/444090
1358,Deadly Excursion,61.0,"Thriller,TV Movie",02/01/2019,2h,Brian Skiba,https://www.themoviedb.org/movie/579571
1359,El paseo,67.0,,12/25/2010,1h 30m,Harold Trompetero,https://www.themoviedb.org/movie/88278
1360,Army of Darkness,73.0,"Fantasy,Horror,Comedy",06/11/1993,1h 21m,Sam Raimi,https://www.themoviedb.org/movie/766
1361,The Good Doctor,62.0,"Drama,Thriller,Mystery",04/23/2011,1h 33m,Lance Daly,https://www.themoviedb.org/movie/65650
1362,Jackass 2.5,61.0,"Comedy,Documentary",12/18/2007,1h 4m,Jeff Tremaine,https://www.themoviedb.org/movie/14158
1363,Covet: Island of Desire,45.0,Romance,05/04/2017,1h 21m,Kim Jin-sung,https://www.themoviedb.org/movie/458083
1364,Strike Witches the Movie,52.0,"Animation,Action,Fantasy",03/17/2012,1h 34m,Kazuhiro Takamura,https://www.themoviedb.org/movie/44667
1365,True Romance,76.0,"Action,Thriller,Crime,Romance",09/09/1993,2h,Quentin Tarantino,https://www.themoviedb.org/movie/319
1366,Trenches,0.0,Documentary,05/11/2022,1h 25m,Loup Bureau,https://www.themoviedb.org/movie/854346
1367,Ultimate Avengers 2,67.0,"Adventure,Animation,Action,Science Fiction",08/08/2006,1h 13m,Mark Millar,https://www.themoviedb.org/movie/14611
1368,The Titan,54.0,"Science Fiction,Thriller",03/30/2018,1h 37m,Lennart Ruff,https://www.themoviedb.org/movie/476926
1369,15+ Coming of Age,43.0,"Comedy,Romance",08/03/2017,1h 44m,Atsawanai Klinaiem,https://www.themoviedb.org/movie/483877
1370,Koskinen,0.0,"Crime,Drama",05/11/2022,1h 25m,Lauri Nurkse,https://www.themoviedb.org/movie/961337
1371,You're Next,66.0,"Horror,Thriller,Mystery",08/23/2013,1h 35m,Adam Wingard,https://www.themoviedb.org/movie/83899
1372,Magic Mike,61.0,"Drama,Comedy",06/29/2012,1h 50m,Steven Soderbergh,https://www.themoviedb.org/movie/77930
